Phi (°),Theta (°),Total_Visible_Surface_Area,Num_Visible_Faces,Front_Surface_Area,Back_Surface_Area,Left_Surface_Area,Right_Surface_Area,Top_Surface_Area,Bottom_Surface_Area,Front_Outside_Angle,Back_Outside_Angle,Left_Outside_Angle,Right_Outside_Angle,Top_Outside_Angle,Bottom_Outside_Angle,Normalised_Visible_Surface_Area,Normalised_Num_Visible_Faces,Visibility_Index
55,270,5.129198670772158,2,2.002024980124819,Not Visible,Not Visible,Not Visible,Not Visible,3.1271736906473397,120.03349855735293,Not Visible,Not Visible,Not Visible,Not Visible,141.42507404528632,0.8469029714640767,0.3333333333333333,1.18023630479741
60,270,5.026861126541207,2,1.6772557387550697,Not Visible,Not Visible,Not Visible,Not Visible,3.3496053877861374,114.79128089714489,Not Visible,Not Visible,Not Visible,Not Visible,146.86671712060908,0.8300056009653665,0.3333333333333333,1.1633389342986997
65,270,4.8842692277166115,2,1.3414246301227637,Not Visible,Not Visible,Not Visible,Not Visible,3.5428445975938483,109.5941971491073,Not Visible,Not Visible,Not Visible,Not Visible,152.33916301626834,0.8064616693353843,0.3333333333333333,1.1397950026687176
70,270,4.702140195611283,2,0.9976523026639205,Not Visible,Not Visible,Not Visible,Not Visible,3.7044878929473626,104.4427837556085,Not Visible,Not Visible,Not Visible,Not Visible,157.83815167106732,0.7763895999186115,0.3333333333333333,1.1097229332519447
75,270,4.481443475620081,2,0.6489724895764538,Not Visible,Not Visible,Not Visible,Not Visible,3.832470986043627,99.33711911563832,Not Visible,Not Visible,Not Visible,Not Visible,163.35897032857233,0.7399494618093215,0.3333333333333333,1.073282795142655
80,270,4.2234281644988725,2,0.2983042787916857,Not Visible,Not Visible,Not Visible,Not Visible,3.9251238857071864,94.2768646726839,Not Visible,Not Visible,Not Visible,Not Visible,168.89652075551024,0.6973474984818054,0.3333333333333333,1.0306808318151388
85,270,3.981217648532918,1,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,0.6573551295255581,0.16666666666666666,0.8240217961922247
90,270,4.0,1,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,0.6604563603979742,0.16666666666666666,0.8271230270646408
95,270,3.981217648532918,1,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,0.6573551295255581,0.16666666666666666,0.8240217961922247
100,270,4.223428164498872,2,Not Visible,0.2983042787916848,Not Visible,Not Visible,Not Visible,3.9251238857071864,Not Visible,94.27686467268389,Not Visible,Not Visible,Not Visible,168.89652075551024,0.6973474984818053,0.3333333333333333,1.0306808318151386
105,270,4.48144347562008,2,Not Visible,0.6489724895764538,Not Visible,Not Visible,Not Visible,3.832470986043626,Not Visible,99.33711911563832,Not Visible,Not Visible,Not Visible,163.35897032857227,0.7399494618093213,0.3333333333333333,1.0732827951426547
110,270,4.702140195611282,2,Not Visible,0.9976523026639205,Not Visible,Not Visible,Not Visible,3.7044878929473617,Not Visible,104.4427837556085,Not Visible,Not Visible,Not Visible,157.83815167106727,0.7763895999186113,0.3333333333333333,1.1097229332519447
115,270,4.8842692277166115,2,Not Visible,1.3414246301227628,Not Visible,Not Visible,Not Visible,3.5428445975938483,Not Visible,109.59419714910729,Not Visible,Not Visible,Not Visible,152.33916301626834,0.8064616693353843,0.3333333333333333,1.1397950026687176
120,270,5.026861126541206,2,Not Visible,1.6772557387550688,Not Visible,Not Visible,Not Visible,3.349605387786138,Not Visible,114.79128089714487,Not Visible,Not Visible,Not Visible,146.8667171206091,0.8300056009653664,0.3333333333333333,1.1633389342986997
125,270,5.129198670772158,2,Not Visible,2.00202498012482,Not Visible,Not Visible,Not Visible,3.127173690647339,Not Visible,120.03349855735296,Not Visible,Not Visible,Not Visible,141.42507404528632,0.8469029714640767,0.3333333333333333,1.18023630479741
130,270,5.190791087031757,2,Not Visible,2.3125595700964934,Not Visible,Not Visible,Not Visible,2.878231516935264,Not Visible,125.31981866092067,Not Visible,Not Visible,Not Visible,136.0179901843818,0.8570727472318095,0.3333333333333333,1.1904060805651429
135,270,5.211353066174663,2,Not Visible,2.6056765330873315,Not Visible,Not Visible,Not Visible,2.605676533087332,Not Visible,130.64868408641405,Not Visible,Not Visible,Not Visible,130.64868408641405,0.8604678197086352,0.3333333333333333,1.1938011530419685
140,270,5.190791087031757,2,Not Visible,2.8782315169352635,Not Visible,Not Visible,Not Visible,2.312559570096494,Not Visible,136.0179901843818,Not Visible,Not Visible,Not Visible,125.3198186609207,0.8570727472318095,0.3333333333333333,1.1904060805651429
145,270,5.129198670772158,2,Not Visible,3.1271736906473397,Not Visible,Not Visible,Not Visible,2.002024980124819,Not Visible,141.42507404528632,Not Visible,Not Visible,Not Visible,120.03349855735293,0.8469029714640767,0.3333333333333333,1.18023630479741
150,270,5.026861126541206,2,Not Visible,3.3496053877861374,Not Visible,Not Visible,Not Visible,1.6772557387550688,Not Visible,146.86671712060908,Not Visible,Not Visible,Not Visible,114.79128089714487,0.8300056009653664,0.3333333333333333,1.1633389342986997
155,270,4.8842692277166115,2,Not Visible,3.5428445975938483,Not Visible,Not Visible,Not Visible,1.3414246301227637,Not Visible,152.33916301626834,Not Visible,Not Visible,Not Visible,109.5941971491073,0.8064616693353843,0.3333333333333333,1.1397950026687176
160,270,4.702140195611282,2,Not Visible,3.7044878929473617,Not Visible,Not Visible,Not Visible,0.9976523026639205,Not Visible,157.83815167106727,Not Visible,Not Visible,Not Visible,104.4427837556085,0.7763895999186113,0.3333333333333333,1.1097229332519447
165,270,4.481443475620081,2,Not Visible,3.832470986043626,Not Visible,Not Visible,Not Visible,0.6489724895764547,Not Visible,163.35897032857227,Not Visible,Not Visible,Not Visible,99.33711911563833,0.7399494618093215,0.3333333333333333,1.073282795142655
170,270,4.223428164498872,2,Not Visible,3.9251238857071864,Not Visible,Not Visible,Not Visible,0.2983042787916848,Not Visible,168.89652075551024,Not Visible,Not Visible,Not Visible,94.27686467268389,0.6973474984818053,0.3333333333333333,1.0306808318151386
175,270,3.981217648532918,1,Not Visible,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
180,270,4.0,1,Not Visible,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
0,275,4.0,1,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
5,275,3.981217648532918,1,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
10,275,4.220731700817917,2,3.9251238857071864,Not Visible,Not Visible,Not Visible,Not Visible,0.29560781511073114,168.89652075551024,Not Visible,Not Visible,Not Visible,Not Visible,94.23813379606247,0.6969022743346382,0.3333333333333333,1.0302356076679715
15,275,4.47735272409277,2,3.832470986043626,Not Visible,Not Visible,Not Visible,Not Visible,0.6448817380491441,163.35897032857227,Not Visible,Not Visible,Not Visible,Not Visible,99.27774169507252,0.7392740210930665,0.3333333333333333,1.0726073544263999
20,275,4.696638083568348,2,3.7044878929473626,Not Visible,Not Visible,Not Visible,Not Visible,0.9921501906209854,157.83815167106732,Not Visible,Not Visible,Not Visible,Not Visible,104.36141469938413,0.7754811236950169,0.3333333333333333,1.1088144570283502
25,275,4.877350608049925,2,3.5428445975938483,Not Visible,Not Visible,Not Visible,Not Visible,1.3345060104560764,152.33916301626834,Not Visible,Not Visible,Not Visible,Not Visible,109.48903790759249,0.8053193077443749,0.3333333333333333,1.1386526410777082
30,275,5.0185341386004865,2,3.3496053877861374,Not Visible,Not Visible,Not Visible,Not Visible,1.6689287508143487,146.86671712060908,Not Visible,Not Visible,Not Visible,Not Visible,114.65996684067964,0.8286306979282649,0.3333333333333333,1.1619640312615982
35,275,5.119486035108078,2,3.1271736906473397,Not Visible,Not Visible,Not Visible,Not Visible,1.9923123444607382,141.42507404528632,Not Visible,Not Visible,Not Visible,Not Visible,119.87292845152876,0.8452992784639342,0.3333333333333333,1.1786326117972674
40,275,5.179731264645261,2,2.878231516935264,Not Visible,Not Visible,Not Visible,Not Visible,2.3014997477099963,136.0179901843818,Not Visible,Not Visible,Not Visible,Not Visible,125.12589348652006,0.8552466147218012,0.3333333333333333,1.1885799480551344
45,275,5.199001203693989,2,2.605676533087332,Not Visible,Not Visible,Not Visible,Not Visible,2.593324670606657,130.64868408641405,Not Visible,Not Visible,Not Visible,Not Visible,130.4158969197321,0.8584283531741046,0.3333333333333333,1.1917616865074379
50,275,5.17721966384814,2,2.3125595700964934,Not Visible,Not Visible,Not Visible,Not Visible,2.864660093751646,125.31981866092067,Not Visible,Not Visible,Not Visible,Not Visible,135.738758591655,0.8548319140414914,0.3333333333333333,1.1881652473748248
55,275,5.114497764338365,2,2.002024980124819,Not Visible,Not Visible,Not Visible,Not Visible,3.1124727842135465,120.03349855735293,Not Visible,Not Visible,Not Visible,Not Visible,141.08860065609574,0.8444756446746231,0.3333333333333333,1.1778089780079564
60,275,5.011138219292647,2,1.6772557387550697,Not Visible,Not Visible,Not Visible,Not Visible,3.333882480537577,114.79128089714489,Not Visible,Not Visible,Not Visible,Not Visible,146.456922949935,0.8274095274413017,0.3333333333333333,1.160742860774635
65,275,4.867648494417798,2,1.3414246301227637,Not Visible,Not Visible,Not Visible,Not Visible,3.526223864295034,109.5941971491073,Not Visible,Not Visible,Not Visible,Not Visible,151.83063206159812,0.8037173520799644,0.3333333333333333,1.1370506854132978
70,275,4.6847612335253475,2,0.9976523026639205,Not Visible,Not Visible,Not Visible,Not Visible,3.687108930861427,104.4427837556085,Not Visible,Not Visible,Not Visible,Not Visible,157.18729988816028,0.7735200884069187,0.3333333333333333,1.106853421740252
75,275,4.463459470807689,2,0.6489724895764538,Not Visible,Not Visible,Not Visible,Not Visible,3.814486981231235,99.33711911563832,Not Visible,Not Visible,Not Visible,Not Visible,162.48186887641913,0.7369800492183786,0.3333333333333333,1.070313382551712
80,275,4.2050035236201,2,0.2983042787916857,Not Visible,Not Visible,Not Visible,Not Visible,3.9066992448284137,94.2768646726839,Not Visible,Not Visible,Not Visible,Not Visible,167.60067584045981,0.694305330667697,0.3333333333333333,1.0276386640010302
85,275,3.9625251634834,1,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,3.9625251634834,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,172.15094889430554,0.6542687368649085,0.16666666666666666,0.8209354035315751
90,275,3.981217648532918,1,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,0.6573551295255581,0.16666666666666666,0.8240217961922247
95,275,3.9625251634834,1,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,3.9625251634834,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,172.15094889430554,0.6542687368649085,0.16666666666666666,0.8209354035315751
100,275,4.205003523620099,2,Not Visible,0.2983042787916848,Not Visible,Not Visible,Not Visible,3.9066992448284137,Not Visible,94.27686467268389,Not Visible,Not Visible,Not Visible,167.60067584045981,0.6943053306676968,0.3333333333333333,1.0276386640010302
105,275,4.463459470807689,2,Not Visible,0.6489724895764538,Not Visible,Not Visible,Not Visible,3.814486981231235,Not Visible,99.33711911563832,Not Visible,Not Visible,Not Visible,162.48186887641913,0.7369800492183786,0.3333333333333333,1.070313382551712
110,275,4.6847612335253475,2,Not Visible,0.9976523026639205,Not Visible,Not Visible,Not Visible,3.687108930861427,Not Visible,104.4427837556085,Not Visible,Not Visible,Not Visible,157.18729988816028,0.7735200884069187,0.3333333333333333,1.106853421740252
115,275,4.867648494417798,2,Not Visible,1.3414246301227637,Not Visible,Not Visible,Not Visible,3.526223864295035,Not Visible,109.5941971491073,Not Visible,Not Visible,Not Visible,151.83063206159815,0.8037173520799644,0.3333333333333333,1.1370506854132978
120,275,5.011138219292647,2,Not Visible,1.6772557387550688,Not Visible,Not Visible,Not Visible,3.3338824805375777,Not Visible,114.79128089714487,Not Visible,Not Visible,Not Visible,146.45692294993503,0.8274095274413017,0.3333333333333333,1.160742860774635
125,275,5.114497764338365,2,Not Visible,2.00202498012482,Not Visible,Not Visible,Not Visible,3.1124727842135456,Not Visible,120.03349855735296,Not Visible,Not Visible,Not Visible,141.08860065609574,0.8444756446746231,0.3333333333333333,1.1778089780079564
130,275,5.17721966384814,2,Not Visible,2.3125595700964934,Not Visible,Not Visible,Not Visible,2.864660093751646,Not Visible,125.31981866092067,Not Visible,Not Visible,Not Visible,135.738758591655,0.8548319140414914,0.3333333333333333,1.1881652473748248
135,275,5.199001203693989,2,Not Visible,2.6056765330873315,Not Visible,Not Visible,Not Visible,2.593324670606657,Not Visible,130.64868408641405,Not Visible,Not Visible,Not Visible,130.4158969197321,0.8584283531741046,0.3333333333333333,1.1917616865074379
140,275,5.179731264645261,2,Not Visible,2.8782315169352635,Not Visible,Not Visible,Not Visible,2.3014997477099968,Not Visible,136.0179901843818,Not Visible,Not Visible,Not Visible,125.12589348652006,0.8552466147218012,0.3333333333333333,1.1885799480551344
145,275,5.1194860351080775,2,Not Visible,3.1271736906473397,Not Visible,Not Visible,Not Visible,1.9923123444607376,Not Visible,141.42507404528632,Not Visible,Not Visible,Not Visible,119.87292845152874,0.845299278463934,0.3333333333333333,1.1786326117972674
150,275,5.0185341386004865,2,Not Visible,3.3496053877861374,Not Visible,Not Visible,Not Visible,1.6689287508143487,Not Visible,146.86671712060908,Not Visible,Not Visible,Not Visible,114.65996684067964,0.8286306979282649,0.3333333333333333,1.1619640312615982
155,275,4.877350608049925,2,Not Visible,3.5428445975938483,Not Visible,Not Visible,Not Visible,1.3345060104560764,Not Visible,152.33916301626834,Not Visible,Not Visible,Not Visible,109.48903790759249,0.8053193077443749,0.3333333333333333,1.1386526410777082
160,275,4.696638083568348,2,Not Visible,3.7044878929473617,Not Visible,Not Visible,Not Visible,0.9921501906209863,Not Visible,157.83815167106727,Not Visible,Not Visible,Not Visible,104.36141469938414,0.7754811236950169,0.3333333333333333,1.1088144570283502
165,275,4.477352724092772,2,Not Visible,3.832470986043626,Not Visible,Not Visible,Not Visible,0.6448817380491458,Not Visible,163.35897032857227,Not Visible,Not Visible,Not Visible,99.27774169507255,0.7392740210930668,0.3333333333333333,1.0726073544264
170,275,4.220731700817917,2,Not Visible,3.9251238857071864,Not Visible,Not Visible,Not Visible,0.29560781511073114,Not Visible,168.89652075551024,Not Visible,Not Visible,Not Visible,94.23813379606247,0.6969022743346382,0.3333333333333333,1.0302356076679715
175,275,3.981217648532918,1,Not Visible,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
180,275,4.0,1,Not Visible,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
0,280,4.0,1,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
5,280,3.981217648532918,1,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
10,280,4.212665021336562,2,3.9251238857071864,Not Visible,Not Visible,Not Visible,Not Visible,0.2875411356293762,168.89652075551024,Not Visible,Not Visible,Not Visible,Not Visible,94.12227889753954,0.69557035189195,0.3333333333333333,1.0289036852252833
15,280,4.465116663209333,2,3.832470986043626,Not Visible,Not Visible,Not Visible,Not Visible,0.6326456771657065,163.35897032857227,Not Visible,Not Visible,Not Visible,Not Visible,99.10019450570826,0.7372536750338957,0.3333333333333333,1.070587008367229
20,280,4.680182813070824,2,3.7044878929473626,Not Visible,Not Visible,Not Visible,Not Visible,0.9756949201234619,157.83815167106732,Not Visible,Not Visible,Not Visible,Not Visible,104.11823844763387,0.7727641266794772,0.3333333333333333,1.1060974600128106
25,280,4.856661992236293,2,3.5428445975938483,Not Visible,Not Visible,Not Visible,Not Visible,1.313817394642445,152.33916301626834,Not Visible,Not Visible,Not Visible,Not Visible,109.17498757297311,0.8019033257688891,0.3333333333333333,1.1352366591022225
30,280,4.993637756847615,2,3.3496053877861374,Not Visible,Not Visible,Not Visible,Not Visible,1.6440323690614784,146.86671712060908,Not Visible,Not Visible,Not Visible,Not Visible,114.26817732596952,0.82451995450837,0.3333333333333333,1.1578532878417034
35,280,5.090451000012558,2,3.1271736906473397,Not Visible,Not Visible,Not Visible,Not Visible,1.9632773093652183,141.42507404528632,Not Visible,Not Visible,Not Visible,Not Visible,119.3944478185989,0.8405051850631304,0.3333333333333333,1.1738385183964637
40,280,5.19343827053657,3,2.878231516935264,Not Visible,Not Visible,0.046764640063605104,Not Visible,2.2684421135377,136.0179901843818,Not Visible,Not Visible,90.66986938709867,Not Visible,124.54897889566072,0.857509834527533,0.5,1.3575098345275332
45,280,5.253908751630865,3,2.605676533087332,Not Visible,Not Visible,0.09182201844621339,Not Visible,2.5564102000973192,130.64868408641405,Not Visible,Not Visible,91.31536907151481,Not Visible,129.7249314226221,0.8674943629912962,0.5,1.3674943629912963
50,280,5.269865072158817,3,2.312559570096493,Not Visible,Not Visible,0.1331993659862036,Not Visible,2.82410613607612,125.31981866092067,Not Visible,Not Visible,91.90829316491923,Not Visible,134.91253595097515,0.8701289763366049,0.5,1.370128976336605
55,280,5.241131657679192,3,2.002024980124819,Not Visible,Not Visible,0.1705576594920947,Not Visible,3.068549018062278,120.03349855735293,Not Visible,Not Visible,92.44379941493227,Not Visible,140.09750821282253,0.86538468474935,0.5,1.36538468474935
60,280,5.167755034152329,3,1.6772557387550697,Not Visible,Not Visible,0.20358899708287517,Not Visible,3.286910298314384,114.79128089714489,Not Visible,Not Visible,92.91745812494074,Not Visible,145.25810637961467,0.8532691703211389,0.5,1.353269170321139
65,280,5.050018550711569,3,1.3414246301227637,Not Visible,Not Visible,0.23201970152619392,Not Visible,3.4765742190626114,109.5941971491073,Not Visible,Not Visible,93.32530389974336,Not Visible,150.35926706513874,0.8338292179863038,0.5,1.3338292179863038
70,280,4.88846396803524,3,0.9976523026639205,Not Visible,Not Visible,0.2556131279402082,Not Visible,3.6351985374311115,104.4427837556085,Not Visible,Not Visible,93.66388490413111,Not Visible,155.33999340872032,0.8071542800662983,0.5,1.3071542800662983
75,280,4.6839174724287895,3,0.6489724895764538,Not Visible,Not Visible,0.27417212906097416,Not Visible,3.7607728537913614,99.33711911563832,Not Visible,Not Visible,93.93030809808697,Not Visible,160.08402943502526,0.7733807715611992,0.5,1.2733807715611993
80,280,4.437517073833911,3,0.2983042787916857,Not Visible,Not Visible,0.28754113562937444,Not Visible,3.851671659412851,94.2768646726839,Not Visible,Not Visible,94.12227889753952,Not Visible,164.34795934859966,0.7326965939470533,0.5,1.2326965939470533
85,280,4.202307059939143,2,Not Visible,Not Visible,Not Visible,0.29560781511072937,Not Visible,3.9066992448284137,Not Visible,Not Visible,Not Visible,94.23813379606244,Not Visible,167.60067584045981,0.6938601065205294,0.3333333333333333,1.0271934398538627
90,280,4.22342816449887,2,Not Visible,Not Visible,Not Visible,0.29830427879168303,Not Visible,3.925123885707187,Not Visible,Not Visible,Not Visible,94.27686467268386,Not Visible,168.89652075551027,0.697347498481805,0.3333333333333333,1.0306808318151384
95,280,4.202307059939143,2,Not Visible,Not Visible,Not Visible,0.29560781511072937,Not Visible,3.9066992448284137,Not Visible,Not Visible,Not Visible,94.23813379606244,Not Visible,167.60067584045981,0.6938601065205294,0.3333333333333333,1.0271934398538627
100,280,4.43751707383391,3,Not Visible,0.2983042787916848,Not Visible,0.28754113562937444,Not Visible,3.851671659412851,Not Visible,94.27686467268389,Not Visible,94.12227889753952,Not Visible,164.34795934859966,0.7326965939470532,0.5,1.232696593947053
105,280,4.6839174724287895,3,Not Visible,0.6489724895764538,Not Visible,0.27417212906097416,Not Visible,3.7607728537913614,Not Visible,99.33711911563832,Not Visible,93.93030809808697,Not Visible,160.08402943502526,0.7733807715611992,0.5,1.2733807715611993
110,280,4.88846396803524,3,Not Visible,0.9976523026639205,Not Visible,0.2556131279402082,Not Visible,3.6351985374311115,Not Visible,104.4427837556085,Not Visible,93.66388490413111,Not Visible,155.33999340872032,0.8071542800662983,0.5,1.3071542800662983
115,280,5.050018550711569,3,Not Visible,1.3414246301227637,Not Visible,0.23201970152619392,Not Visible,3.4765742190626114,Not Visible,109.5941971491073,Not Visible,93.32530389974336,Not Visible,150.35926706513874,0.8338292179863038,0.5,1.3338292179863038
120,280,5.167755034152329,3,Not Visible,1.6772557387550688,Not Visible,0.20358899708287517,Not Visible,3.2869102983143845,Not Visible,114.79128089714487,Not Visible,92.91745812494074,Not Visible,145.25810637961467,0.8532691703211389,0.5,1.353269170321139
125,280,5.241131657679192,3,Not Visible,2.00202498012482,Not Visible,0.1705576594920947,Not Visible,3.068549018062278,Not Visible,120.03349855735296,Not Visible,92.44379941493227,Not Visible,140.09750821282253,0.86538468474935,0.5,1.36538468474935
130,280,5.269865072158817,3,Not Visible,2.312559570096493,Not Visible,0.1331993659862036,Not Visible,2.82410613607612,Not Visible,125.31981866092067,Not Visible,91.90829316491923,Not Visible,134.91253595097515,0.8701289763366049,0.5,1.370128976336605
135,280,5.253908751630865,3,Not Visible,2.6056765330873315,Not Visible,0.09182201844621339,Not Visible,2.5564102000973197,Not Visible,130.64868408641405,Not Visible,91.31536907151481,Not Visible,129.7249314226221,0.8674943629912962,0.5,1.3674943629912963
140,280,5.1934382705365705,3,Not Visible,2.8782315169352635,Not Visible,0.04676464006360599,Not Visible,2.268442113537701,Not Visible,136.0179901843818,Not Visible,90.66986938709869,Not Visible,124.54897889566075,0.8575098345275332,0.5,1.3575098345275332
145,280,5.090451000012557,2,Not Visible,3.1271736906473397,Not Visible,Not Visible,Not Visible,1.9632773093652174,Not Visible,141.42507404528632,Not Visible,Not Visible,Not Visible,119.39444781859888,0.8405051850631303,0.3333333333333333,1.1738385183964637
150,280,4.993637756847615,2,Not Visible,3.3496053877861374,Not Visible,Not Visible,Not Visible,1.6440323690614784,Not Visible,146.86671712060908,Not Visible,Not Visible,Not Visible,114.26817732596952,0.82451995450837,0.3333333333333333,1.1578532878417034
155,280,4.856661992236293,2,Not Visible,3.5428445975938483,Not Visible,Not Visible,Not Visible,1.313817394642445,Not Visible,152.33916301626834,Not Visible,Not Visible,Not Visible,109.17498757297311,0.8019033257688891,0.3333333333333333,1.1352366591022225
160,280,4.680182813070824,2,Not Visible,3.7044878929473617,Not Visible,Not Visible,Not Visible,0.9756949201234628,Not Visible,157.83815167106727,Not Visible,Not Visible,Not Visible,104.11823844763389,0.7727641266794772,0.3333333333333333,1.1060974600128106
165,280,4.465116663209334,2,Not Visible,3.832470986043626,Not Visible,Not Visible,Not Visible,0.6326456771657074,Not Visible,163.35897032857227,Not Visible,Not Visible,Not Visible,99.10019450570827,0.7372536750338958,0.3333333333333333,1.070587008367229
170,280,4.212665021336562,2,Not Visible,3.9251238857071864,Not Visible,Not Visible,Not Visible,0.2875411356293762,Not Visible,168.89652075551024,Not Visible,Not Visible,Not Visible,94.12227889753954,0.69557035189195,0.3333333333333333,1.0289036852252833
175,280,3.981217648532918,1,Not Visible,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
180,280,4.0,1,Not Visible,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
0,285,4.0,1,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
5,285,3.981217648532918,1,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
10,285,4.199296014768161,2,3.9251238857071864,Not Visible,Not Visible,Not Visible,Not Visible,0.27417212906097504,168.89652075551024,Not Visible,Not Visible,Not Visible,Not Visible,93.93030809808698,0.6933629405368743,0.3333333333333333,1.0266962738702077
15,285,4.444843421739421,2,3.832470986043626,Not Visible,Not Visible,Not Visible,Not Visible,0.6123724356957948,163.35897032857227,Not Visible,Not Visible,Not Visible,Not Visible,98.80621953517519,0.7339062772152238,0.3333333333333333,1.067239610548557
20,285,4.652926856616234,2,3.7044878929473626,Not Visible,Not Visible,Not Visible,Not Visible,0.9484389636688714,157.83815167106732,Not Visible,Not Visible,Not Visible,Not Visible,103.71601748061394,0.7682637842296861,0.3333333333333333,1.1015971175630195
25,285,4.860155505813005,3,3.5428445975938483,Not Visible,Not Visible,0.03775146380061646,Not Visible,1.2795594444185392,152.33916301626834,Not Visible,Not Visible,90.54075791460656,Not Visible,108.656264284195,0.802480154084358,0.5,1.302480154084358
30,285,5.071007767046339,3,3.3496053877861374,Not Visible,Not Visible,0.11858352516761406,Not Visible,1.6028188540925878,146.86671712060908,Not Visible,Not Visible,91.69883278450466,Not Visible,113.62224091646658,0.8372948333433208,0.5,1.3372948333433208
35,285,5.238146983591044,3,3.1271736906473397,Not Visible,Not Visible,0.19574677962025885,Not Visible,1.9152265133234447,141.42507404528632,Not Visible,Not Visible,92.80498640559449,Not Visible,118.60749000097793,0.8648918730030419,0.5,1.364891873003042
40,285,5.360587908703884,3,2.878231516935264,Not Visible,Not Visible,0.26860676283991414,Not Visible,2.213749628928706,136.0179901843818,Not Visible,Not Visible,93.85040597512854,Not Visible,123.60315458070664,0.8851085949439887,0.5,1.3851085949439887
45,285,5.43758747545059,3,2.605676533087332,Not Visible,Not Visible,0.3365576267434931,Not Visible,2.4953533156197647,130.64868408641405,Not Visible,Not Visible,94.82653922419814,Not Visible,128.59697458828526,0.8978223083454263,0.5,1.3978223083454262
50,285,5.468634687033596,3,2.3125595700964934,Not Visible,Not Visible,0.39902835643070883,Not Visible,2.757046760506394,125.31981866092067,Not Visible,Not Visible,95.72518276465364,Not Visible,133.5716936249137,0.9029486404360808,0.5,1.402948640436081
55,285,5.453448567134229,3,2.002024980124819,Not Visible,Not Visible,0.4554888389517487,Not Visible,2.9959347480576612,120.03349855735293,Not Visible,Not Visible,96.53858011744583,Not Visible,138.50241825599966,0.900441198066755,0.5,1.400441198066755
60,285,5.391984693418371,3,1.6772557387550697,Not Visible,Not Visible,0.5054556798149564,Not Visible,3.209273274848344,114.79128089714489,Not Visible,Not Visible,97.2595272565958,Not Visible,143.3520592609759,0.8902926464841708,0.5,1.3902926464841707
65,285,5.284449782744629,3,1.3414246301227637,Not Visible,Not Visible,0.5484976605275944,Not Visible,3.3945274920942703,109.5941971491073,Not Visible,Not Visible,97.88148252037817,Not Visible,148.0631747058156,0.8725371175543457,0.5,1.3725371175543457
